ItemCode,ItemCode_BuildMaster,UPC,Style,Size,Color,Brand_BuildMaster,Simplified_Brand,Vendor
S-BSM-720 S BL,G BSM-720 S BL,6.56E+11,G BSM-720,Small,Black,GABRIALLA,GABRIALLA,
S-BSM-720 M BL,G BSM-720 M BL,6.56E+11,G BSM-720,Medium,Black,GABRIALLA,GABRIALLA,
S-BSM-720 L BL,G BSM-720 L BL,6.56E+11,G BSM-720,Large,Black,GABRIALLA,GABRIALLA,
S-BSM-720 XL BL,G BSM-720 XL BL,6.56E+11,G BSM-720,X-Large,Black,GABRIALLA,GABRIALLA,
S-BSM-720 2X BL,G BSM-720 2XL BL,6.56E+11,G BSM-720,2X-Large,Black,GABRIALLA,GABRIALLA,
E-LM-701 S BL,G LM-701 S,6.56E+11,G LM-701,Small,Black,GABRIALLA,GABRIALLA,
E-LM-701 M BL,G LM-701 M,6.56E+11,G LM-701,Medium,Black,GABRIALLA,GABRIALLA,
E-LM-701 L BL,G LM-701 L,6.56E+11,G LM-701,Large,Black,GABRIALLA,GABRIALLA,
E-LM-701 XL BL,G LM-701 XL,6.56E+11,G LM-701,X-Large,Black,GABRIALLA,GABRIALLA,
E-LM-701 XXL BL,G LM-701 2XL,6.56E+11,G LM-701,2X-Large,Black,GABRIALLA,GABRIALLA,
E-MBM-515 S B,G MBM-515 S B,6.56E+11,G MBM-515,Small,Beige,GABRIALLA,GABRIALLA,
E-MBM-515 M B,G MBM-515 M B,6.56E+11,G MBM-515,Medium,Beige,GABRIALLA,GABRIALLA,
E-MBM-515 L B,G MBM-515 L B,6.56E+11,G MBM-515,Large,Beige,GABRIALLA,GABRIALLA,
E-MBM-515 XL B,G MBM-515 XL B,6.56E+11,G MBM-515,X-Large,Beige,GABRIALLA,GABRIALLA,
E-MBM-515 2X B,G MBM-515 2XL B,6.56E+11,G MBM-515,2X-Large,Beige,GABRIALLA,GABRIALLA,
E-MBM-515 S BL,G MBM-515 S BL,6.56E+11,G MBM-515,Small,Black,GABRIALLA,GABRIALLA,
E-MBM-515 M BL,G MBM-515 M BL,6.56E+11,G MBM-515,Medium,Black,GABRIALLA,GABRIALLA,
E-MBM-515 L BL,G MBM-515 L BL,6.56E+11,G MBM-515,Large,Black,GABRIALLA,GABRIALLA,
E-MBM-515 XL BL,G MBM-515 XL BL,6.56E+11,G MBM-515,X-Large,Black,GABRIALLA,GABRIALLA,
E-MBM-515 2X BL,G MBM-515 2XL BL,6.56E+11,G MBM-515,2X-Large,Black,GABRIALLA,GABRIALLA,
E-NBM-520 S B,G NBM-520 S B,6.56E+11,G NBM-520,Small,Beige,GABRIALLA,GABRIALLA,
E-NBM-520 M B,G NBM-520 M B,6.56E+11,G NBM-520,Medium,Beige,GABRIALLA,GABRIALLA,
E-NBM-520 L B,G NBM-520 L B,6.56E+11,G NBM-520,Large,Beige,GABRIALLA,GABRIALLA,
E-NBM-520 XL B,G NBM-520 XL B,6.56E+11,G NBM-520,X-Large,Beige,GABRIALLA,GABRIALLA,
E-NBM-520 2X B,G NBM-520 2XL B,6.56E+11,G NBM-520,2X-Large,Beige,GABRIALLA,GABRIALLA,
E-NBM-520 S BL,G NBM-520 S BL,6.56E+11,G NBM-520,Small,Black,GABRIALLA,GABRIALLA,
E-NBM-520 M BL,G NBM-520 M BL,6.56E+11,G NBM-520,Medium,Black,GABRIALLA,GABRIALLA,
E-NBM-520 L BL,G NBM-520 L BL,6.56E+11,G NBM-520,Large,Black,GABRIALLA,GABRIALLA,
E-NBM-520 XL BL,G NBM-520 XL BL,6.56E+11,G NBM-520,X-Large,Black,GABRIALLA,GABRIALLA,
E-NBM-520 2X BL,G NBM-520 2XL BL,6.56E+11,G NBM-520,2X-Large,Black,GABRIALLA,GABRIALLA,
E-PPM-525 S B,G PPM-525 S B,6.56E+11,G PPM-525,Small,Beige,GABRIALLA,GABRIALLA,
E-PPM-525 M B,G PPM-525 M B,6.56E+11,G PPM-525,Medium,Beige,GABRIALLA,GABRIALLA,
E-PPM-525 L B,G PPM-525 L B,6.56E+11,G PPM-525,Large,Beige,GABRIALLA,GABRIALLA,
E-PPM-525 XL B,G PPM-525 XL B,6.56E+11,G PPM-525,X-Large,Beige,GABRIALLA,GABRIALLA,
E-PPM-525 2X B,G PPM-525 2XL B,6.56E+11,G PPM-525,2X-Large,Beige,GABRIALLA,GABRIALLA,
E-PPM-525 S BL,G PPM-525 S BL,6.56E+11,G PPM-525,Small,Black,GABRIALLA,GABRIALLA,
E-PPM-525 M BL,G PPM-525 M BL,6.56E+11,G PPM-525,Medium,Black,GABRIALLA,GABRIALLA,
E-PPM-525 L BL,G PPM-525 L BL,6.56E+11,G PPM-525,Large,Black,GABRIALLA,GABRIALLA,
E-PPM-525 XL BL,G PPM-525 XL BL,6.56E+11,G PPM-525,X-Large,Black,GABRIALLA,GABRIALLA,
E-PPM-525 2X BL,G PPM-525 2XL BL,6.56E+11,G PPM-525,2X-Large,Black,GABRIALLA,GABRIALLA,
M-HCP35,D HCP-35,6.56E+11,D HCP-35,Universal,Unknown,ITA-MED,ITA-MED,
D-FPO-6,I FPO-6,6.56E+11,D FPO-6,Universal,Unknown,ITA-MED,ITA-MED,
E-ATE-213,M ATE-213,6.56E+11,FIND OUT,Universal,Unknown,ITA-MED,ITA-MED,
S-TGR-201 2XL,G TGR-201 2XL,,G TGR-201,2X-Large,White,GABRIALLA,GABRIALLA,
S-TGR-201 L,G TGR-201 L,,G TGR-201,Large,White,GABRIALLA,GABRIALLA,
S-TGR-201 M,G TGR-201 M,,G TGR-201,Medium,White,GABRIALLA,GABRIALLA,
S-TGR-201 XL,G TGR-201 XL,,G TGR-201,X-Large,White,GABRIALLA,GABRIALLA,
S-TGR-201 S,G TGR-201 S,,G TGR-201,Small,White,GABRIALLA,GABRIALLA,
S-AGS-501 2XL,G AGS-501 2XL,,G AGS-501,2X-Large,White,GABRIALLA,GABRIALLA,
S-AGS-501 L,G AGS-501 L,,G AGS-501,Large,White,GABRIALLA,GABRIALLA,
S-AGS-501 M,G AGS-501 M,,G AGS-501,Medium,White,GABRIALLA,GABRIALLA,
S-AGS-501 S,G AGS-501 S,,G AGS-501,Small,White,GABRIALLA,GABRIALLA,
S-AGS-501 XL,G AGS-501 XL,,G AGS-501,X-Large,White,GABRIALLA,GABRIALLA,
